@relation R_data_frame

@attribute ID string
@attribute Tweet string
@attribute Affect_Dimension string
@attribute Intensity_Class {0,1,2,3}
@attribute mpqa-posCount numeric
@attribute mpqa-negCount numeric
@attribute BingLiu-posCount numeric
@attribute BingLiu-negCount numeric
@attribute AFINN-posScore numeric
@attribute AFINN-negScore numeric
@attribute S140-posScore numeric
@attribute S140-negScore numeric
@attribute NRC-Hash-Sent-posScore numeric
@attribute NRC-Hash-Sent-negScore numeric
@attribute NRC-10-anger numeric
@attribute NRC-10-anticipation numeric
@attribute NRC-10-disgust numeric
@attribute NRC-10-fear numeric
@attribute NRC-10-joy numeric
@attribute NRC-10-sadness numeric
@attribute NRC-10-surprise numeric
@attribute NRC-10-trust numeric
@attribute NRC-10-negative numeric
@attribute NRC-10-positive numeric
@attribute NRC-10-Expanded-anger numeric
@attribute NRC-10-Expanded-anticipation numeric
@attribute NRC-10-Expanded-disgust numeric
@attribute NRC-10-Expanded-fear numeric
@attribute NRC-10-Expanded-joy numeric
@attribute NRC-10-Expanded-sadness numeric
@attribute NRC-10-Expanded-surprise numeric
@attribute NRC-10-Expanded-trust numeric
@attribute NRC-10-Expanded-negative numeric
@attribute NRC-10-Expanded-positive numeric
@attribute NRC-Hash-Emo-anger numeric
@attribute NRC-Hash-Emo-anticipation numeric
@attribute NRC-Hash-Emo-disgust numeric
@attribute NRC-Hash-Emo-fear numeric
@attribute NRC-Hash-Emo-joy numeric
@attribute NRC-Hash-Emo-sadness numeric
@attribute NRC-Hash-Emo-surprise numeric
@attribute NRC-Hash-Emo-trust numeric
@attribute SentiWordnet-posScore numeric
@attribute SentiWordnet-negScore numeric
@attribute Emoticons-posScore numeric
@attribute Emoticons-negScore numeric
@attribute Negation-negationCount numeric
@attribute neg_anger numeric
@attribute neg_disgust numeric
@attribute neg_fear numeric
@attribute neg_joy numeric
@attribute neg_sadness numeric
@attribute neg_surprise numeric
@attribute neg_trust numeric
@attribute neg_anticipation numeric
@attribute class_anger_binary {0,1}
@attribute class_anger_trinary {0,1,2}

@data
2017-En-11662,'@MintMilana where is the outrage when black children get killed in the crossfire between blacks shooting each other?',anger,3,0,2,0,2,0,-6,1.21,-3.482,1.752,-5.618,2,0,1,1,0,1,0,0,3,0,1.878039,0.773,1.194591,1.950282,0.721453,1.13664,0.593195,0.826347,4.471908,1.672409,1.079961,1.185948,3.072375,0.552103,0,1.156062,0.26076,0.165,0.069923,-1.622713,0,0,0,2,1,1,0,1,0,0,0,1,2
2017-En-11358,'My anger is boiling over.',anger,3,0,2,0,2,0,-3,0,-1.62,0.416,-0.696,1,0,0,0,0,0,0,0,1,0,0.330069,0.105896,0.163336,0.241226,0.054857,0.115017,0.078529,0.095772,1.063939,0.197336,2.266031,0,0,0,0,0,0.00592,0,0.1875,-0.59375,0,0,0,1,0,0,0,0,0,0,0,1,2
2017-En-10465,'you know cyran still hasn\"t done makeup based on jeongguk\"s tiddy like i suggested and i\"m #offended',anger,2,1,0,1,0,2,0,4.084,-1.678,1.588,-4.799,0,0,0,0,0,0,0,0,0,0,1.089265,0.648307,0.938819,1.342435,0.581778,0.521783,0.424217,1.312042,4.188216,2.201811,0.149257,0.899193,0.811623,0.640492,0,0,0.953302,0.354149,1.25363,-0.926488,0,0,0,0,0,0,0,0,0,0,0,1,1
2017-En-11539,'@JaredWyand Maybe if it was transgender the media would cover it ',anger,2,0,0,0,0,0,0,1.652,-0.263,1.289,-2.403,0,0,0,0,0,0,0,1,0,0,0.594464,0.501843,0.53366,0.56037,0.332046,0.271246,0.396961,0.607817,2.022215,1.086638,0.190602,0,0.560946,0,0,0,1.084766,0.134473,0.001668,0,0,0,0,0,0,0,0,0,0,1,0,1,1
2017-En-41105,'@jamiesonhelen @MarianKeyes all three of my agin\"s on the pout .',anger,0,0,1,0,1,0,0,0.773,-1.94,0.998,-1.261,0,0,0,0,0,0,0,0,0,0,1.09423,0.491815,0.646449,0.805296,0.443812,0.410262,0.404612,0.609472,3.417935,1.309316,1.129163,0,0,0.042411,0.12838,0,0.145938,0,0.416667,-0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-En-10604,'@everycolorbot more like every color looks the same #triggered #colorblind ',anger,1,1,0,1,0,2,0,0.743,-0.21,0.434,-0.965,0,0,0,0,0,0,0,0,0,0,0.61588,0.305802,0.766745,0.661107,0.332543,0.288813,0.235783,0.356383,1.886938,0.935415,0.317348,0.326228,0.245608,0,0,0.041469,0.404726,0,1.195833,-0.0125,0,0,0,0,0,0,0,0,0,0,0,0,2
2017-En-11671,'@Christelle_C Actually, wait, I do, the constant outrage thing gets on my wick sometimes and it happened to flick my annoyance today. :)',anger,3,0,2,0,2,0,-5,2.245,-5.961,3.971,-10.308,2,1,2,0,0,0,0,1,3,1,1.364701,0.958578,0.845864,0.917275,1.048534,0.539422,0.617098,0.90739,4.953126,2.475026,2.471472,1.009646,1.011218,0.744868,0.853394,0.33598,2.087702,0.456847,0.75,-0.889492,2,0,0,2,2,0,0,0,0,1,1,1,2
2017-En-10887,'Everybody talking about \"the first day of fall\" but summer \"16 is never gonna die #revenge @Drake',anger,1,0,1,0,2,0,-3,3.332,-2.818,4.184,-2.576,0,0,0,1,0,2,0,0,2,0,1.050505,0.67406,0.803499,1.14909,0.478522,0.533755,0.453559,0.845215,3.638563,1.467807,1.391087,1.347611,0.293534,1.46085,1.115899,0.671598,0.251869,0.122212,0.365774,-0.793758,0,0,1,-0,-0,-1,-0,-2,-0,-0,-0,0,2
2017-En-11615,'I\"m much to full of resentment',anger,3,0,1,0,1,0,0,1.846,-0.68,1.668,-0.563,1,0,1,0,0,1,0,0,1,1,0.277109,0.248544,0.201305,0.357325,0.1984,0.143917,0.093807,0.4949,1.332693,0.941947,0,0,0,0,0.344487,0,0.102784,0,0.279167,-0.375,0,0,0,1,1,0,0,1,0,0,0,1,2
2017-En-10412,'Listening to Joey really helps me and my anger.',anger,2,0,1,0,1,2,-3,2.347,-1.508,3.036,-1.479,1,0,0,0,0,0,0,0,1,0,0.480921,0.51684,0.353481,0.401516,0.528305,0.256195,0.173143,0.574075,1.898331,1.40946,1.414881,0.155936,0.416168,0,0.780606,0.113128,1.215559,0.263219,0.5625,-0.34375,0,0,0,1,0,0,0,0,0,0,0,1,1
2017-En-10403,'Now that I have my ex\"s number now its time to prank him. #revenge #prank #whatprankIshoulddo seriously what prank I should I do',anger,2,0,1,0,0,0,0,2.527,-3.98,2.526,-7.382,0,1,0,0,0,0,2,0,2,0,1.363049,0.788987,1.081586,1.221311,0.478497,0.676227,0.475215,0.934374,5.003876,1.94577,3.006607,1.016703,1.736149,0,0.125975,0.030216,0.311388,0.032616,0.750136,-0.6072,0,0,0,0,0,0,0,0,2,0,1,1,1
2017-En-11106,'ethan was with someone in the car when he did his revenge on grayson',anger,0,0,1,0,1,0,-2,1.354,-2.296,1.505,-3.424,1,1,0,1,0,0,1,0,1,0,0.694801,0.386231,0.537223,0.685948,0.295972,0.286767,0.27891,0.969236,1.872885,1.299898,1.06996,0.245048,0.496388,0.229363,0.124434,0,0.957334,0.254121,0.041667,-0.375,0,0,0,1,0,1,0,0,1,0,1,0,0
2017-En-10568,'@SageHillfarms @HintonAlisa @hb_heather Hey, Jayme! Were yourÃ°Å¸â€˜â€šÃ°Å¸â€˜â€š burning cuz I was talking about you?Ã°Å¸Ëœ? Are you going tomorrow?',anger,1,0,0,0,1,0,0,4.132,-2.25,1.873,-4.283,0,1,0,0,0,0,0,0,0,0,1.056906,0.942731,0.636254,0.798744,1.157905,0.376405,0.684618,1.416261,3.530741,3.052491,0.509264,0.609394,0.695127,0.953456,0.442015,0.244784,0.646219,0.390953,0.125,-0.797619,0,0,0,0,0,0,0,0,0,0,1,0,2
2017-En-10981,'Stop tracking back you fucking potato faced cunt errrr infuriating Ã°Å¸ËœÂ Ã°Å¸ËœÂ Ã°Å¸ËœÂ Ã°Å¸ËœÂ Ã°Å¸ËœÂ   #Rooney #mufc',anger,3,1,2,0,4,0,-12,1.438,-3.128,1.436,-7.219,0,0,0,0,0,0,0,0,1,0,1.917742,0.225813,2.034553,1.020237,0.18652,0.88394,0.180095,0.321375,3.466109,0.741112,4.119913,2.129831,2.395324,0.794501,0,0.716505,0.355264,0.166457,0.327083,-0.535827,0,0,0,0,0,0,0,0,0,0,0,1,2
2017-En-10607,'@UnknownAndYoung Ã¢â‚¬â€ a low growl escaping him. Oh oh.',anger,1,0,2,0,1,0,-1,0.136,-1.994,0.859,-1.294,1,0,0,1,0,0,0,0,1,0,0.943048,0.458924,0.504831,1.151857,0.336388,0.964103,0.391242,0.486132,2.942419,1.1602,0.983628,0,0.621927,0.450446,0,0.030216,0.216988,0.032616,0,-0.879893,0,0,0,1,0,1,0,0,0,0,0,0,2
2017-En-10144,'@WatcherDev @WarcraftDevs put so much artefact points into fury and cant raid... literally wasted 1 month of my life! Thanks blizzard',anger,3,0,1,0,2,2,-2,2.696,-3.964,3.673,-2.536,3,0,1,2,0,1,1,0,3,0,0.747742,1.073348,0.392086,0.476455,1.285574,0.263452,0.459312,1.227834,2.483463,2.663199,2.148399,1.352867,0.780725,1.936122,0.977487,0.012662,0.545694,0.28358,0.288889,-1.0625,0,0,1,-3,-1,-2,-0,-1,-1,-0,-0,1,2
2017-En-10540,'@thedrepabon BLM was outraged by the shooting in NC the other day, turns out the guy pointed gun at police. Wait for facts before outrage',anger,1,0,2,0,2,0,-7,3.321,-3.775,3.427,-6.539,3,1,1,3,0,0,0,2,4,2,1.65833,0.781091,1.232028,1.378471,0.484806,0.712567,0.464394,1.073412,4.23898,2.068033,1.136679,2.778242,3.600263,2.32663,0.619082,1.470077,1.194904,0.532394,0.147024,-1.92803,0,0,0,3,1,3,0,0,0,2,1,0,2
2017-En-30340,'Just watched Django Unchained, Other people may frown, but I titter in delight! 2/5',anger,0,2,1,1,1,3,0,4.341,-1.867,7.523,-1.832,0,1,0,0,1,1,0,0,1,1,0.60305,0.554367,0.372615,0.519218,0.455368,0.327261,0.270205,0.521141,3.015907,1.474975,0.396946,1.867843,1.609019,0.099885,2.591819,0.171319,1.71416,0.262052,1.36369,-1.270833,0,0,0,0,0,0,1,1,0,0,1,0,0
2017-En-10472,'@AudreyKare i\"m like half expecting some rabid troll to come into my mentions accusing me of being a csa apologist or something lmao',anger,2,1,2,1,3,6,-4,3.058,-2.823,0.849,-11.295,3,2,1,3,0,1,0,0,3,0,1.340038,0.905032,1.421151,1.334915,0.724053,0.621714,0.547732,1.069049,5.121924,2.289429,1.799343,1.35038,1.726445,0.254177,0,0.415766,0.638852,0,1.010016,-0.833333,0,0,0,3,1,3,0,1,0,0,2,1,1
2017-En-11551,'@MartinClouseau - as CEO of a charity you could reasonably expect @eduardo_LACS not to attempt to crudely inflame tensions.',anger,2,2,1,1,1,0,0,3.84,-1.936,1.121,-3.718,0,2,0,0,1,0,1,1,0,2,0.99313,0.776946,0.471143,0.837818,0.593035,0.502036,0.381278,1.269436,3.463938,2.753876,1.112989,0.257922,1.422341,0.155575,0,0.187661,1.157465,0.50421,0.49375,-0.954167,0,0,1,-0,-0,-0,-1,-0,-1,-1,-2,1,1
2017-En-10275,'sorry im so #bitter i just. i either want a pure ur or literally any card from the sets i like but every time i draw for the sets i like&gt;',anger,2,5,1,3,1,6,-1,2.423,-7.147,3.251,-8.692,0,1,0,0,0,0,0,0,0,0,2.278472,1.138669,2.298422,2.170343,0.764107,1.71535,0.673065,0.944845,9.341283,2.583367,2.04609,0.460797,1.958552,0.359872,0.739506,0.690458,0.340947,0.34706,3.137429,-1.3125,0,0,0,0,0,0,0,0,0,0,1,1,1
2017-En-10549,'After becoming boiling hot, after slowly melting, my heart is frozen.',anger,1,2,3,1,3,0,0,0.421,-2.346,4.647,-0.263,1,0,0,0,0,0,0,0,0,0,0.346279,0.33214,0.202548,0.239657,0.158011,0.184227,0.121273,0.332513,1.51846,0.595441,0.955427,0,0.832535,0.797552,1.12761,1.041441,0.572124,0.270179,0.601473,-0.785119,0,0,0,1,0,0,0,0,0,0,0,0,2
2017-En-11037,'I wanna kill you and destroy you. I want you died and I want her back. #emo #scene  #fuck #die #hatered',anger,3,3,2,0,3,2,-9,2.117,-7.451,0.896,-9.424,0,0,0,1,0,1,0,0,1,0,2.092362,1.021969,1.462912,2.23276,0.721924,2.143613,0.498673,1.043583,6.658873,2.309729,3.225904,0,1.927279,0.496217,0.163963,3.403937,0,0.499372,0.360417,-0.755804,0,0,0,0,0,1,0,1,0,0,0,1,2
2017-En-11010,'@__lucymellor No idea, just exhausted and I was tidying my room and just burst out crying ... fs',anger,0,2,0,0,1,0,-5,0.786,-5.905,3.233,-2.568,0,0,0,0,0,2,0,0,2,0,0.844566,0.413964,0.675574,0.787474,0.31209,0.547367,0.423654,0.592262,3.769287,1.237649,1.227382,0,0.635037,0.547847,0.925226,1.664875,2.23494,0,2.031548,-1.598864,0,0,1,-0,-0,-0,-0,-2,-0,-0,-0,0,0
2017-En-10249,'You will never find someone who loved you like I did. And that my love, will be my revenge.',anger,2,4,1,3,1,8,-2,4.728,-2.983,3.763,-4.297,1,1,0,1,1,0,1,0,1,1,1.294757,1.180977,1.436142,1.354575,1.422277,0.91757,0.619951,1.523151,4.829647,3.292689,0.847802,0.674262,1.171097,0.809487,1.003447,0.52063,0.673467,2.182025,2.85441,-0.854167,0,0,1,-1,-0,-1,-1,-0,-1,-0,-1,1,1
2017-En-10633,'@warFarePower dip it in boiling water',anger,1,0,1,0,1,0,0,0.528,-0.884,1.755,-0.122,0,0,0,0,0,0,0,0,0,0,0.19139,0.151811,0.136169,0.182218,0.127705,0.07312,0.153235,0.232561,0.731338,0.48569,1.0176,0,1.022149,0,0,0,0,0,0,-0.308482,0,0,0,0,0,0,0,0,0,0,0,0,2
2017-En-41516,'Boy oh boy! our weekday schedule is crazy! But no matter how tired I am I do whatever it takes to keep the smile on Kai\"s face from a frown',anger,0,1,4,1,3,3,-5,5.666,-5.193,5.375,-3.206,1,0,2,1,1,2,1,1,5,1,1.333823,1.406847,1.242129,1.152834,1.173764,0.689379,0.684444,1.305045,5.484996,3.267683,1.628958,0.046244,1.31756,0.862307,2.532819,0.268481,0.66024,2.097933,0.304167,-2.31278,0,0,1,-1,-2,-1,-1,-2,-1,-1,-0,0,0
2017-En-10310,'@DouthatNYT @jbouie @DamonLinker Yes, it is bad to point out racism lest it provoke the racists.  Some racists do indeed not like it.',anger,2,2,5,1,5,3,-13,2.552,-5.787,1.559,-16.734,1,0,1,1,0,1,0,0,1,0,3.783263,1.148978,3.138508,2.567041,1.091217,2.28341,1.000437,1.38428,8.919952,3.255848,0.560383,0.261936,3.964539,0.099539,0.642129,0.206736,0.191562,0.739108,1.216288,-2.963494,0,0,1,-1,-1,-1,-0,-1,-0,-0,-0,1,1
2017-En-11468,'@AdamSinger bubble implies it will burst?',anger,1,1,0,0,0,0,0,1.803,-0.639,2.274,-0.817,0,0,0,0,0,0,0,0,0,0,0.506097,0.349198,0.285447,0.561508,0.188053,0.288087,0.257347,0.393521,1.759856,0.66194,0.299703,0.214607,0,0.179713,1.704234,0.471382,0.063867,0.519566,0.0625,-0.129167,0,0,0,0,0,0,0,0,0,0,0,0,2
2017-En-10531,'Paul forever. Paul should have won! Paul played such a better game! #BB18 ',anger,1,1,1,2,0,5,0,3.547,-0.57,1.069,-1.67,0,0,0,0,0,0,0,0,0,0,0.6395,0.808908,0.374422,0.406487,1.089665,0.373812,0.497802,1.285118,1.882747,2.860394,0.301275,1.01434,0.616859,0.048524,0.455994,0.469806,1.889896,0.091882,2.481386,-0.895833,0,0,0,0,0,0,0,0,0,0,0,0,2
2017-En-41368,'You forever straight so fix that frown u goodÃ°Å¸Ëœâ€¡ @amayyaaag__',anger,1,1,1,0,1,1,0,1.011,-1.802,0.444,-1.761,0,0,0,0,0,1,0,0,1,0,0.311868,0.347569,0.363987,0.364616,0.486147,0.270638,0.258454,0.583078,1.385018,1.328081,0.800071,0,1.154092,0,0.964311,0.335765,0,0.181436,0,-1.154257,0,0,0,0,0,0,0,1,0,0,0,0,2
2017-En-10766,'Recommended reading: Prisoners of Hate by Aaron Beck ',anger,0,1,1,1,1,2,-5,2.796,-1.875,1.934,-2.071,1,0,1,1,0,1,0,0,1,1,0.513238,0.256068,0.155896,0.626257,0.235152,0.464962,0.116342,0.684277,1.23512,1.200961,0.815988,1.807133,0.463547,0,1.015604,0.125636,1.620426,0,0.041667,-0.666667,0,0,0,1,1,1,0,1,0,0,0,0,0
2017-En-11254,'@MagicalMunicorn May I suggest, that you have a meal that is made with beans, onions &amp; garlic, the day before class. #revenge',anger,0,1,0,0,0,0,0,5.164,-1.405,8.546,-1.397,0,0,0,0,0,0,0,1,0,0,0.870707,0.904726,1.160753,0.899191,0.726986,0.476422,0.536626,1.038608,4.148199,2.764856,1.26945,0.660769,3.022127,0.566361,1.988893,0.201971,1.073709,0.68152,0.566604,-0.166667,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-En-10627,'Congress acting indignant over the  #EpiPen pricing is quite disingenuous since they craft the laws that allow such gouging!!',anger,1,1,2,0,2,1,-2,1.81,-3.288,0.905,-6.518,1,0,2,0,0,0,0,1,2,1,1.053717,0.55455,0.925813,0.872847,0.349827,0.458396,0.331923,0.654532,3.344349,1.112365,0.74328,1.531588,1.323002,0.085293,0.378094,0.770846,1.17168,0.622265,0.537689,-1.05625,0,0,0,1,2,0,0,0,0,1,0,0,2
2017-En-10374,'@keithboykin unfortunately it won\"t end there... followers of whichever candidate isn\"t elected will throw tantrums. No winning this elec',anger,2,1,2,2,1,7,-1,4.972,-5.37,0.594,-12.058,0,1,1,0,1,1,1,1,0,2,1.797953,1.253441,1.190313,1.373941,0.908782,1.039652,0.652245,1.524353,5.667996,2.856152,1.502617,1.383363,1.122836,0.313615,0.16295,2.351536,0.610998,1.20336,0.458333,-1.232386,0,0,1,-0,-1,-0,-1,-1,-1,-1,-1,1,1
2017-En-41185,'@haileywiggins_ @flenner_alisha good. Takes more muscles to frown than smile',anger,0,2,1,2,1,5,0,2.889,-1.206,2.826,-0.665,0,1,0,0,2,1,2,2,1,2,0.483923,0.386909,0.172852,0.248184,0.346198,0.114266,0.22728,0.499095,1.275969,1.476784,0.249363,0.222575,1.048475,0,2.845642,0,0.68902,0.236186,2.64814,-0.5625,0,0,0,0,0,0,2,1,2,2,1,0,0
2017-En-10114,'@VerizonSupport thanks for saying My wife and I were getting our iphones today and then losing both of them with no ETA #thanks #angry',anger,3,0,1,0,1,2,-4,3.356,-5.066,4.139,-5.929,1,0,0,0,0,1,0,0,1,0,1.057491,1.366664,0.727595,0.796525,1.638686,0.523122,0.555407,1.420032,3.849178,3.47696,3.091846,0.419846,0.897878,0.454496,0.43659,1.141535,0.783317,0.245606,0.395833,-0.510417,0,0,1,-1,-0,-0,-0,-1,-0,-0,-0,1,2
2017-En-10421,'@cxmbeferre so you WOULDNT date me????? #offended',anger,2,0,0,0,0,0,0,1.488,-0.965,0.373,-2.433,0,0,0,0,0,0,0,0,0,0,0.348356,0.296777,0.260899,0.267653,0.345618,0.191733,0.201472,0.476192,1.352317,0.997098,0.332117,0.482667,0.360302,0.297786,0.013873,0,0,0.166457,0,-0.004167,0,0,1,-0,-0,-0,-0,-0,-0,-0,-0,1,1
2017-En-11599,'Don\"t be offended,\nI\"m just doing something that,\nGives your life more hurts.\n\n #haikuchallenge  #poetry',anger,2,1,0,0,1,0,-4,3.077,-3.464,2.304,-4.034,1,0,0,0,0,1,0,1,1,1,1.154509,1.038824,0.979114,1.282054,0.869794,1.570823,0.592452,0.989557,5.159991,2.41469,0.758894,0,1.084904,0.031683,0.589349,1.117543,0.654055,1.343892,1.083631,-0.25,0,0,0,1,0,0,0,1,0,1,0,1,1
2017-En-10447,'Thatmoment you\"re watching #worstcelebritycooks and your bubble is burst by finding out KyleXY is gay and marriedÃ°Å¸ËœÂ­ #nochance #KindaDontMindÃ°Å¸Ëœâ€°',anger,2,0,0,0,0,0,0,3.644,-1.151,4.15,-2.009,0,0,0,0,0,0,0,0,0,0,1.036294,0.607807,0.765005,0.906995,0.638792,0.544842,0.324275,0.78656,2.930054,1.56286,0.439218,0.556395,0.722252,0.168761,1.715018,0.471382,0.862943,1.246147,0.556548,-1.005114,0,0,0,0,0,0,0,0,0,0,0,1,1
2017-En-10613,'Y\"all really insult coz of soccer???  Lmao, wow!!!!!!',anger,1,1,1,1,1,8,-2,1.889,-1.93,1.007,-4.231,1,0,1,0,0,1,1,0,1,0,1.115263,0.352673,0.820696,0.663558,0.329396,0.292959,0.41033,0.392898,3.06374,0.854591,0.54084,0.22874,1.073298,0,0,0.184111,1.306515,0.442632,1.0625,-0.270833,0,0,0,1,1,0,0,1,1,0,0,0,2
2017-En-11665,'Will I offend you\nif I am truthful but kind\nor will you see why?\n@baffled #haikuchallenge #offend',anger,2,4,1,1,1,2,-2,3.287,-2.772,0.086,-7.465,1,0,1,0,1,0,0,2,1,1,0.799011,1.162401,0.547066,0.815918,0.798912,0.652982,0.561915,1.057223,3.659218,2.404773,0.82463,0.879992,0.538594,0.3856,0,0.447216,0,1.50652,1.076042,-0.604167,0,0,0,1,1,0,1,0,0,2,0,1,1
2017-En-11577,'Who the hell is drilling outside my house?! Literally got to sleep at half four after a busy shift and these twats have woken me up #fuming',anger,3,0,2,0,1,0,-4,0.532,-8.007,6.062,-6.515,1,0,1,1,0,1,0,0,1,0,1.35673,0.731597,1.430797,1.067259,0.404219,0.628479,0.452564,0.784062,5.088257,1.503593,5.138717,0.033739,1.361195,0.548804,1.029908,0.387395,0.960116,0.096614,0.696064,-0.89881,0,0,0,1,1,1,0,1,0,0,0,1,2
2017-En-11455,'so many \"protests for peace\" going on lately but all i see is people burning down they\"re own cities and hometowns. Practice what u preach.',anger,3,2,2,1,2,2,-2,5.847,-5.125,2.692,-7.466,0,1,0,0,1,0,0,1,0,2,1.913806,1.063574,1.058161,1.768499,0.70886,1.118397,0.732038,1.098753,6.472963,2.367414,1.811569,1.502053,1.543759,1.101091,2.551448,0.202998,0.501321,1.1886,0.771875,-0.803075,0,0,0,0,0,0,1,0,0,1,1,1,2
2017-En-10044,'Why does @dapperlaughs have to come to Glasgow on a night I am working. I am fucking gutted, been waiting for an appearance for ages ',anger,3,0,0,0,1,0,-4,1.445,-8.323,2.939,-4.345,0,0,0,0,0,0,0,0,0,1,1.725081,1.192061,1.426849,1.264341,0.845318,1.627026,0.582154,1.408221,5.614314,3.332889,2.618385,2.359737,0.465058,1.732839,0.402852,0.729928,1.137202,0.399121,0.392295,-0.5,0,0,0,0,0,0,0,0,0,0,0,1,2
2017-En-10023,'Tasers immobilize, if you taser someone why the fuck do you need to shoot them one second later?! This is really sick! #rage #wtf  #murder',anger,3,0,1,0,2,0,-7,3.387,-7.635,0.831,-14.139,1,0,1,1,0,1,0,0,2,0,2.700501,1.415676,2.289129,2.308258,0.992018,1.476723,0.666943,1.377092,7.231573,2.968293,4.433986,0.005811,3.283216,1.387168,0,0,0.271525,0.467388,1.025189,-0.837949,0,0,0,1,1,1,0,1,0,0,0,1,2
2017-En-11390,'I\"d rather dump gasoline all over myself and run into a burning building than use Excel.',anger,3,1,1,1,2,0,-1,1.352,-2.562,3.273,-2.686,0,1,0,0,1,0,1,1,0,2,0.936309,0.456325,0.538249,0.772801,0.345569,0.313229,0.325294,0.514327,3.302552,1.312592,1.293162,0.163867,2.431513,0.335953,0.098145,0,0.237092,0.006268,0.72619,-0.910986,0,0,0,0,0,0,1,0,1,1,1,1,2
2017-En-10482,'Inner conflict happens when we are at odds with ourselves. Honor your values and priorities. #anger #innerconflict #conflict #values',anger,1,2,1,1,1,2,-2,5.223,-1.891,3.294,-3.573,1,0,0,1,0,1,0,1,1,1,0.498891,0.844646,0.272219,0.494778,0.699447,0.241342,0.350262,1.280729,1.683215,2.247747,1.771654,1.344682,1.978293,0.749995,3.512307,0.600945,0.05096,3.753557,1.083333,-0.072917,0,0,0,1,0,1,0,1,0,1,0,0,2
2017-En-10676,'Nurse practitioner: \"you look pretty bad. No offense of course.\"  \n\nThank you, that really added that spark of positivity I needed today.',anger,1,2,1,2,1,4,-6,10.697,-3.716,5.478,-6.586,2,1,2,2,1,2,0,2,2,2,1.124302,1.568746,1.361358,1.217559,2.201671,0.673449,0.74632,2.202987,5.076532,4.699065,0.601478,0.345999,1.940767,0.086086,4.072808,0.296579,1.535628,1.992423,1.414583,-2.61263,0,0,1,-2,-2,-2,-1,-2,-0,-2,-1,0,2
2017-En-10013,'Why does @dapperlaughs have to come to Glasgow on a night I am working. I am fucking gutted, been waiting for an appearance for ages #raging',anger,3,0,0,0,1,0,-4,1.445,-8.323,2.939,-6.431,0,0,0,0,0,0,0,0,0,1,1.725081,1.192061,1.426849,1.264341,0.845318,1.627026,0.582154,1.408221,5.614314,3.332889,3.984787,2.359737,0.465058,1.732839,0.402852,0.729928,1.137202,0.399121,0.392295,-0.5,0,0,0,0,0,0,0,0,0,0,0,1,2
2017-En-10182,'@canada4trumpnow @donlemon he has BAD TEMPERAMENT #tantrums #HissyFits',anger,3,0,1,0,1,0,-3,0,-2.024,0.478,-1.302,1,0,1,1,0,1,0,0,1,0,0.267793,0.160692,0.13825,0.178305,0.184042,0.087221,0.181212,0.384579,0.757275,0.683938,0,0,0,0,0,0.072921,0.320995,0.09642,0,-2.124246,0,0,0,1,1,1,0,1,0,0,0,1,2
2017-En-10254,'@Hoopdawg87 @MickThePerm Meanwhile white cops keep killing black people. But there\"s less outrage about that. Strange society that.',anger,2,1,4,0,3,0,-7,1.622,-3.584,0.819,-6.601,2,1,1,1,1,2,0,1,3,1,1.416557,0.791017,1.367418,1.805514,0.546499,0.666026,0.640274,1.057014,5.235114,2.140825,1.240209,1.652145,2.878503,0.871924,0.604308,0.513971,0.166848,0.73624,0.384028,-1.557609,0,0,0,2,1,1,1,2,0,1,1,1,1
2017-En-10731,'@EAMaddenNFL @EASPORTS I played a game where John Elway was sacked 3x and fumbled all 3x. Is this the same John elway I know of??? ',anger,0,0,1,0,0,0,0,1.502,-3.862,3.146,-5.16,0,0,2,0,0,0,0,0,2,0,1.98888,0.758006,1.205791,1.622487,0.62273,1.042052,0.66713,0.880898,5.585961,1.915753,0.129875,0.470537,0.366186,0.303722,0.77067,0,1.708335,0,0.818213,-0.845833,0,0,0,0,2,0,0,0,0,0,0,0,0
2017-En-10947,'wanna go home and focus up on this game . Don\"t wanna rage at all',anger,0,0,2,0,1,0,-2,1.126,-3.486,1.889,-3.068,1,0,0,0,0,0,0,1,1,2,1.100804,0.728412,0.751354,0.946211,0.422546,0.591008,0.308251,0.575303,3.368432,1.413573,2.347251,0.19435,0.103354,0.097743,0.345204,0.25697,1.555713,0,1.18381,-0.639583,0,0,0,1,0,0,0,0,0,1,0,0,0
2017-En-11030,'@JamieRJN She\"s all over the political map in her relentless pursuit of power.',anger,0,0,1,0,1,0,-1,1.85,-1.41,3.998,-1.653,0,0,0,0,0,0,0,0,0,0,1.313378,0.526184,0.723845,0.992929,0.438497,0.358705,0.391615,0.926227,3.286358,1.884244,0.063952,1.093674,0.903129,0.039208,1.223822,0.155127,0.218305,0,0.634375,-0.416667,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-En-10716,'Praying for the #Lord to keep #anger #hate #jealousy away from your heart is a sign of #maturity #conciseness',anger,0,1,0,0,0,1,0,1.622,-1.643,4.223,-6.092,0,0,0,0,0,0,0,0,0,0,1.050568,1.061081,1.012628,0.79256,0.775981,0.514418,0.285416,1.100691,2.777035,2.148786,2.410869,0.348652,2.321486,1.562885,1.814951,1.131385,0.256061,5.35577,0.146577,-0.153646,0,0,0,0,0,0,0,0,0,0,0,0,0
