StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.1,Q2.1,Q2.2,Q2.3,Q2.4,Q2.5,Q91,Q93,Q3.1,Q3.2,Q4.2,Q5.1_1,Q5.1_2,Q5.1_3,Q5.1_4,Q6.1_1,Q6.1_2,Q6.1_3,Q6.1_4,Q7.1_1,Q7.1_2,Q7.1_3,Q7.1_4,Q8.1_1,Q8.1_2,Q8.1_3,Q8.1_4,Q9.1_1,Q9.1_2,Q9.1_3,Q9.1_4,Q10.1_1,Q10.1_2,Q10.1_3,Q10.1_4,Q11.1_1,Q11.1_2,Q11.1_3,Q11.1_4,Q12.1_1,Q12.1_2,Q12.1_3,Q12.1_4,Q13.1_1,Q13.1_2,Q13.1_3,Q13.1_4,Q14.1_1,Q14.1_2,Q14.1_3,Q14.1_4,Q15.1_1,Q15.1_2,Q15.1_3,Q15.1_4,Q16.1_1,Q16.1_2,Q16.1_3,Q16.1_4,Q17.1_1,Q17.1_2,Q17.1_3,Q17.1_4,Q18.1_1,Q18.1_2,Q18.1_3,Q18.1_4,Q19.1_1,Q19.1_2,Q19.1_3,Q19.1_4,Q20.1_1,Q20.1_2,Q20.1_3,Q20.1_4,Q21.1_1,Q21.1_2,Q21.1_3,Q21.1_4,Q22.1_1,Q22.1_2,Q22.1_3,Q22.1_4,Q23.1_1,Q23.1_2,Q23.1_3,Q23.1_4,Q24.1_1,Q24.1_2,Q24.1_3,Q24.1_4,Q25.1_1,Q25.1_2,Q25.1_3,Q25.1_4,Q26.1_1,Q26.1_2,Q26.1_3,Q26.1_4,Q27.1_1,Q27.1_2,Q27.1_3,Q27.1_4,Q28.1_1,Q28.1_2,Q28.1_3,Q28.1_4,Q29.1_1,Q29.1_2,Q29.1_3,Q29.1_4,Q30.1_1,Q30.1_2,Q30.1_3,Q30.1_4,Q31.1_1,Q31.1_2,Q31.1_3,Q31.1_4,Q32.1_1,Q32.1_2,Q32.1_3,Q32.1_4,Q33.1_1,Q33.1_2,Q33.1_3,Q33.1_4,Q34.1_1,Q34.1_2,Q34.1_3,Q34.1_4,Q35.1_1,Q35.1_2,Q35.1_3,Q35.1_4,Q36.1_1,Q36.1_2,Q36.1_3,Q36.1_4,Q37.1_1,Q37.1_2,Q37.1_3,Q37.1_4,Q38.1_1,Q38.1_2,Q38.1_3,Q38.1_4,Q39.1_1,Q39.1_2,Q39.1_3,Q39.1_4,Q40.1_1,Q40.1_2,Q40.1_3,Q40.1_4,Q41.1_1,Q41.1_2,Q41.1_3,Q41.1_4,Q42.1_1,Q42.1_2,Q42.1_3,Q42.1_4,Q43.1_1,Q43.1_2,Q43.1_3,Q43.1_4,Q44.1_1,Q44.1_2,Q44.1_3,Q44.1_4,Q45.1_1,Q45.1_2,Q45.1_3,Q45.1_4,Q46.1_1,Q46.1_2,Q46.1_3,Q46.1_4,Q47.1_1,Q47.1_2,Q47.1_3,Q47.1_4,Q48.1_1,Q48.1_2,Q48.1_3,Q48.1_4,Q49.1_1,Q49.1_2,Q49.1_3,Q49.1_4,Q50.1_1,Q50.1_2,Q50.1_3,Q50.1_4,Q51.1_1,Q51.1_2,Q51.1_3,Q51.1_4,Q52.1_1,Q52.1_2,Q52.1_3,Q52.1_4,Q53.1_1,Q53.1_2,Q53.1_3,Q53.1_4,Q54.1_1,Q54.1_2,Q54.1_3,Q54.1_4,Q55.1_1,Q55.1_2,Q55.1_3,Q55.1_4,Q56.1_1,Q56.1_2,Q56.1_3,Q56.1_4,Q57.1_1,Q57.1_2,Q57.1_3,Q57.1_4,Q58.1_1,Q58.1_2,Q58.1_3,Q58.1_4,Q59.1_1,Q59.1_2,Q59.1_3,Q59.1_4,Q60.1_1,Q60.1_2,Q60.1_3,Q60.1_4,Q61.1_1,Q61.1_2,Q61.1_3,Q61.1_4,Q62.1_1,Q62.1_2,Q62.1_3,Q62.1_4,Q63.1,Q63.2
21/04/2021 12:55,21/04/2021 13:02,IP Address,99.155.202.109,100,415,TRUE,21/04/2021 13:02,R_3ijSCHrNjIIEXge,,,,,33.15550232,-96.49810028,anonymous,EN,"I agree to participate, begin the study",35 - 44,Liberal,Female,Somewhat strongly,White,Somewhat interested,4 year degree,Democrat,,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",,,,,3,0,0,8,0,0,0,10,,,,,0,0,0,9,,,,,2,0,0,9,0,0,0,7,,,,,0,5,0,0,,,,,2,5,0,0,1,6,0,0,,,,,0,8,0,0,0,8,2,0,,,,,0,5,0,0,,,,,,,,,0,6,0,0,,,,,0,6,0,0,,,,,,,,,0,0,0,10,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,0,9,,,,,0,0,0,9,,,,,,,,,0,0,0,7,0,6,0,0,,,,,,,,,0,0,0,2,,,,,0,4,0,5,0,7,0,0,,,,,0,5,0,2,0,5,0,0,0,6,0,0,,,,,,,,,0,0,0,3,,,,,0,6,0,0,0,0,0,3,0,5,0,0,,,,,0,3,0,2,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 12:56,21/04/2021 13:03,IP Address,68.202.176.60,100,447,TRUE,21/04/2021 13:03,R_2akPUsjFGsjJYXs,,,,,29.00390625,-82.18869781,anonymous,EN,"I agree to participate, begin the study",25 - 34,Moderate,Male,Very strongly,White,Somewhat interested,High school graduate,Independent,Republicans,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?,Trust: How angry is the Tweet?",,,,,5,,,7,2,0,,10,,,,,2,,,7,,,,,3,,,4,3,,,6,1,6,3,,,4,2,,,,,,,,,,2,6,,,,,,,,4,2,2,3,7,,,,,,,,4,5,,,,,,,,,,,5,3,,,,,,,8,10,,,,,,,,,,,2,,5,,,,,,,,,,,,,,,,,4,,,5,,,,,,,,,2,,0,3,1,,,7,,,,,0,,,9,,,,,,2,,4,,,,,,,,,,,,,3,,,3,,,,,,4,5,2,1,4,,3,,,,,,,,,,2,,,,4,,1,,,,,,2,,4,,1,,,,9,,,,,,,,2,,,,1,,,,9,,,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 12:56,21/04/2021 13:09,IP Address,99.40.165.92,100,801,TRUE,21/04/2021 13:09,R_tQJ8KQSvjYF9HEd,,,,,28.90249634,-81.2480011,anonymous,EN,"I agree to participate, begin the study",35 - 44,Conservative,Female,Somewhat strongly,White,Interested,High school graduate,Republican,,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Fear: Is the content of the Tweet inciting happiness?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?,Trust: How angry is the Tweet?",4,0,0,6,6,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,1,1,4,0,0,,,,,,,,,,,,,5,0,0,5,,,,,0,5,3,0,0,7,5,0,2,4,0,0,1,5,4,0,0,5,3,0,2,6,4,0,,,,,0,5,1,0,,,,,,,,,,,,,6,0,0,6,,,,,,,,,,,,,5,0,0,8,0,1,4,0,,,,,5,0,1,6,6,0,0,7,,,,,,,,,,,,,0,5,5,1,0,8,7,0,5,1,0,3,6,5,1,7,0,6,2,2,1,7,3,0,2,6,2,2,1,4,5,0,,,,,4,5,1,4,,,,,,,,,2,2,0,1,3,0,0,3,,,,,,,,,,,,,5,3,0,3,,,,,4,3,0,6,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 12:57,21/04/2021 13:06,IP Address,73.222.162.80,100,493,TRUE,21/04/2021 13:06,R_UQ2QLa05GMyJ2zT,,,,,38.03889465,-122.5870972,anonymous,EN,"I agree to participate, begin the study",18 - 24,Slightly liberal,Male,Very strongly,White,Interested,Some college,Democrat,,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",5,0,0,8,6,0,0,9,,,,,6,0,0,9,,,,,,,,,6,0,0,9,6,0,0,8,4,4,0,4,,,,,2,3,0,7,1,7,4,1,2,7,5,0,,,,,,,,,,,,,2,3,2,3,,,,,,,,,0,7,4,0,,,,,,,,,,,,,,,,,5,0,0,8,,,,,,,,,5,0,0,9,6,0,0,8,,,,,,,,,0,7,5,0,,,,,,,,,,,,,,,,,4,3,0,9,4,0,0,7,3,7,5,4,,,,,0,5,0,6,,,,,,,,,4,6,5,7,2,7,0,3,1,6,0,5,0,7,7,0,0,7,4,0,,,,,,,,,,,,,3,0,0,6,0,5,0,0,0,7,5,0,0,6,0,0,,,,,0,6,6,0,0,8,0,0,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 12:57,21/04/2021 13:13,IP Address,68.102.182.181,100,992,TRUE,21/04/2021 13:13,R_3k0zmZlEntzLeGw,,,,,38.37460327,-97.67299652,anonymous,EN,"I agree to participate, begin the study",35 - 44,Moderate,Female,Somewhat strongly,White,Somewhat interested,Some college,Independent,Republicans,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",,,,,,,,,,,,,,,,,,,,,2,0,0,10,9,0,0,9,8,0,0,9,,,,,3,2,0,0,,,,,,,,,0,7,2,0,4,0,0,0,0,5,5,0,,,,,,,,,,,,,,,,,,,,,0,5,5,0,,,,,0,6,6,0,0,2,2,0,1,0,0,2,,,,,,,,,8,0,0,10,9,0,0,10,9,0,0,9,,,,,0,2,0,0,4,0,0,9,,,,,6,0,0,8,6,0,0,8,,,,,,,,,2,4,6,0,0,9,8,0,7,0,0,5,6,1,0,10,5,0,0,7,,,,,,,,,3,3,0,5,0,5,8,0,,,,,0,4,5,0,,,,,2,2,0,2,,,,,0,4,3,0,,,,,,,,,2,5,0,2,2,4,6,0,,,,,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 12:57,21/04/2021 13:25,IP Address,99.25.96.104,100,1674,TRUE,21/04/2021 13:25,R_21BAuFkOJFHP1pH,,,,,41.3704071,-81.85870361,anonymous,EN,"I agree to participate, begin the study",45 - 54,Moderate,Male,Somewhat strongly,Asian,Somewhat interested,Graduate degree,Independent,Democrats,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",,,,,8,1,0,8,,,,,,,,,,,,,3,4,1,8,9,0,0,8,9,2,0,6,,,,,,,,,8,5,5,4,2,9,6,0,1,9,6,0,,,,,,,,,3,9,7,0,,,,,1,9,7,0,,,,,,,,,,,,,,,,,3,10,7,0,1,7,5,0,,,,,,,,,8,3,2,8,,,,,,,,,8,5,1,8,9,2,1,7,2,9,5,0,,,,,,,,,,,,,5,5,1,7,2,7,4,5,,,,,3,9,5,5,1,9,7,0,8,0,1,6,5,7,2,5,2,8,4,5,,,,,,,,,3,7,5,6,,,,,,,,,1,9,6,1,2,8,5,5,1,8,4,1,7,0,1,2,2,8,2,1,,,,,,,,,2,9,5,0,,,,,1,8,4,5,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 12:58,21/04/2021 13:15,IP Address,134.202.32.108,100,1018,TRUE,21/04/2021 13:15,R_27UzGf2IU4KiPDJ,,,,,41.84829712,-87.65170288,anonymous,EN,"I agree to participate, begin the study",25 - 34,Extremely liberal,Female,Very strongly,Black or African American,Very interested,Graduate degree,Democrat,,"Anger: How angry is the Tweet?,Trust: Is the politician expressing trust?,Trust: How angry is the Tweet?",5,3,8,2,,,,,,,,,1,4,7,3,,,,,,,,,4,7,4,6,,,,,,,,,2,7,7,1,,,,,,,,,,,,,5,7,4,3,,,,,4,6,7,4,4,6,9,5,3,6,7,4,3,6,5,3,4,7,6,2,3,8,5,1,,,,,3,5,7,3,5,7,4,6,,,,,,,,,3,7,4,3,,,,,2,6,7,2,,,,,,,,,,,,,,,,,,,,,4,8,10,2,9,4,3,3,4,8,6,2,6,4,2,1,,,,,,,,,,,,,4,6,4,2,2,7,6,4,2,5,6,3,3,8,10,1,3,4,7,5,,,,,3,3,3,2,,,,,5,7,9,4,,,,,4,3,7,2,,,,,,,,,,,,,5,5,5,1,3,5,5,3,3,4,2,2,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 12:59,21/04/2021 13:14,IP Address,12.29.9.232,100,862,TRUE,21/04/2021 13:14,R_3RdSAzLVhabjzeD,,,,,38.43209839,-90.38960266,anonymous,EN,"I agree to participate, begin the study",35 - 44,Moderate,Male,Very strongly,White,Interested,Graduate degree,Independent,Republicans,"Fear: Is the politician inciting fear?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",,,,,,,,,2,5,4,9,6,1,2,9,,,,,,,,,,,,,8,3,0,7,,,,,5,7,3,1,,,,,5,8,3,1,,,,,,,,,1,7,4,0,,,,,5,6,2,0,,,,,,,,,1,7,7,0,2,7,9,2,,,,,3,8,6,1,5,9,2,1,,,,,,,,,7,0,1,9,,,,,4,2,2,6,7,1,0,7,,,,,1,6,3,1,,,,,4,6,,2,,,,,,,,,4,1,1,8,,,,,2,5,9,3,1,9,9,1,5,6,4,8,5,3,3,1,,,,,,,,,3,7,7,2,,,,,,,,,4,3,1,6,,,,,,,,,2,5,4,2,8,6,3,6,4,7,5,2,1,9,9,1,,,,,3,5,5,1,3,7,6,1,4,6,5,3,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 13:01,21/04/2021 13:10,IP Address,50.104.83.90,100,528,TRUE,21/04/2021 13:10,R_272sEoLXnrDtDqk,,,,,41.13710022,-85.06369781,anonymous,EN,"I agree to participate, begin the study",25 - 34,Moderate,Female,Very strongly,White,Somewhat interested,Some college,Independent,Democrats,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",0,4,0,4,,,,,,,,,4,0,0,8,,,,,,,,,4,0,0,6,,,,,,,,,,,,,2,4,0,6,0,4,5,0,,,,,0,3,5,0,0,5,0,0,0,10,10,0,,,,,,,,,0,10,10,0,,,,,,,,,0,4,0,0,0,3,5,0,,,,,2,2,0,6,,,,,3,0,0,6,0,3,0,6,,,,,,,,,2,2,0,7,,,,,0,7,0,5,0,8,0,4,0,6,0,3,,,,,,,,,,,,,,,,,0,8,8,0,,,,,0,10,0,0,0,9,0,0,,,,,0,7,0,3,0,7,0,0,0,8,8,0,,,,,0,8,0,0,0,7,0,0,,,,,0,7,0,0,0,7,0,0,0,7,7,0,,,,,0,10,5,0,,,,,,,,,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 13:01,21/04/2021 13:15,IP Address,73.171.167.142,100,833,TRUE,21/04/2021 13:15,R_9ZxIMVl2BEuB5ux,,,,,30.12229919,-81.36270142,anonymous,EN,"I agree to participate, begin the study",65 - 74,Extremely conservative,Male,Very strongly,White,Interested,Graduate degree,Republican,,"Anger: How angry is the Tweet?,Fear: Is the content of the Tweet inciting happiness?,Happiness: is the content of the Tweet inciting happiness?,Trust: How angry is the Tweet?",,,,,,,,,2,2,1,7,,,,,7,1,1,8,4,0,0,7,,,,,6,1,1,6,,,,,,,,,2,0,0,6,,,,,,,,,5,3,1,1,,,,,4,3,1,1,6,3,3,2,3,2,1,1,,,,,1,1,1,1,,,,,,,,,,,,,,,,,5,0,1,5,2,0,1,8,4,1,1,8,3,1,1,6,,,,,5,2,1,6,,,,,,,,,,,,,7,1,1,8,6,0,0,8,1,1,1,8,2,1,1,8,8,2,2,5,0,4,4,1,0,8,8,0,,,,,4,3,1,5,1,0,1,8,2,2,2,3,,,,,,,,,,,,,,,,,0,5,5,1,1,2,2,1,1,4,3,1,,,,,,,,,,,,,,,,,,,,,0,8,8,2,1,2,2,4,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 13:03,21/04/2021 13:16,IP Address,73.225.68.92,100,817,TRUE,21/04/2021 13:16,R_1li5O2cOrYdTx3x,,,,,47.21090698,-122.4147034,anonymous,EN,"I agree to participate, begin the study",35 - 44,Moderate,Male,Very strongly,Black or African American,Not very interested,2 year degree,Independent,Republicans,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Fear: Is the content of the Tweet inciting happiness?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?,Trust: How angry is the Tweet?",10,0,0,5,,,,,5,0,0,5,,,,,,,,,0,0,0,10,10,0,0,0,0,0,0,10,0,0,0,0,,,,,0,0,0,7,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9,0,,,,,0,3,9,0,,,,,,,,,9,0,0,10,0,0,0,10,,,,,0,0,0,10,4,0,0,0,,,,,0,2,5,0,0,0,0,7,,,,,,,,,,,,,3,1,0,0,10,0,0,2,,,,,0,5,5,0,9,0,0,0,,,,,,,,,0,1,5,0,0,5,0,0,,,,,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,0,3,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 13:04,21/04/2021 13:12,IP Address,47.186.76.181,100,495,TRUE,21/04/2021 13:12,R_ULWZuJ0auBJOSqJ,,,,,33.00320435,-96.54340363,anonymous,EN,"I agree to participate, begin the study",18 - 24,Moderate,Male,Very strongly,Asian,Somewhat interested,Some college,Independent,Republicans,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",,,,,,,,,0,0,0,8,2,0,0,7,1,0,0,6,1,0,0,6,,,,,0,0,0,3,,,,,0,5,0,0,1,5,1,1,0,6,4,0,,,,,,,,,,,,,0,6,3,0,,,,,,,,,,,,,,,,,,,,,,,,,0,7,5,0,0,6,0,0,,,,,1,0,0,5,3,0,0,7,,,,,,,,,2,0,0,5,,,,,0,5,1,0,1,1,0,7,,,,,1,2,0,6,,,,,,,,,2,0,0,7,,,,,0,7,5,0,1,4,0,1,1,2,0,1,1,3,0,1,,,,,0,7,2,0,,,,,,,,,,,,,0,5,2,0,1,5,0,0,,,,,0,4,0,1,0,5,2,0,,,,,0,6,3,0,,,,,0,7,3,0,0,7,2,1,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 13:04,21/04/2021 13:40,IP Address,64.145.93.213,100,2137,TRUE,21/04/2021 13:40,R_1eQ8RzU0bBPJvvb,,,,,39.73880005,-104.9868011,anonymous,EN,"I agree to participate, begin the study",25 - 34,Slightly conservative,Male,Very strongly,White,Somewhat interested,4 year degree,Republican,,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",,,,,,,,,,,,,0,0,0,9,,,,,,,,,8,0,0,5,,,,,,,,,0,5,1,0,2,0,0,2,0,9,0,0,,,,,0,5,0,0,0,8,0,0,,,,,3,5,0,0,,,,,,,,,0,5,0,0,,,,,0,5,0,0,,,,,,,,,0,5,0,3,,,,,,,,,0,1,0,8,0,0,0,8,,,,,0,0,0,9,0,5,1,0,,,,,0,3,0,6,,,,,3,0,0,8,,,,,7,0,0,3,0,4,6,0,0,5,6,0,,,,,,,,,,,,,0,8,0,0,1,7,0,0,0,8,0,0,,,,,,,,,0,8,0,0,,,,,0,6,0,0,0,4,0,0,2,4,0,0,0,6,1,0,0,6,0,0,,,,,0,7,1,0,,,,,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 13:05,21/04/2021 13:12,IP Address,173.69.47.115,100,399,TRUE,21/04/2021 13:12,R_2ZP4V8o5yVUDkAb,,,,,41.87399292,-71.38439941,anonymous,EN,"I agree to participate, begin the study",25 - 34,Slightly liberal,Male,Very strongly,White,Somewhat interested,4 year degree,Democrat,,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",2,0,0,5,5,0,0,7,0,0,0,7,5,0,0,8,2,0,0,8,,,,,,,,,,,,,1,0,2,1,,,,,2,3,,4,3,5,1,1,,,,,,,,,3,2,1,1,,,,,,,,,2,5,0,0,,,,,0,7,0,0,,,,,0,6,0,0,,,,,,,,,2,0,0,5,3,0,0,7,,,,,,,,,,,,,,,,,,0,0,10,,,,,3,0,0,7,,,,,1,1,1,8,,,,,3,0,0,7,5,1,0,5,,,,,,,,,5,1,0,6,,,,,1,0,0,4,,,,,,,,,1,9,4,2,0,3,5,2,0,6,0,2,0,7,0,0,0,0,0,3,2,4,1,1,1,0,0,2,,,,,,,,,,,,,2,8,,2,0,9,3,0,,,,,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 13:05,21/04/2021 13:13,IP Address,71.61.18.143,100,488,TRUE,21/04/2021 13:13,R_3lxiIBC1mOVjpDg,,,,,40.27549744,-80.05979919,anonymous,EN,"I agree to participate, begin the study",35 - 44,Moderate,Male,Somewhat strongly,White,Interested,4 year degree,Independent,Republicans,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",6,0,0,6,6,0,0,6,,,,,,,,,,,,,,,,,,,,,2,0,0,8,3,4,3,0,,,,,,,,,,,,,1,5,1,0,,,,,,,,,,,,,2,4,0,0,2,4,1,1,0,7,4,0,1,3,3,0,0,5,5,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,3,0,0,7,3,0,0,5,5,,,7,4,0,0,8,,,,,1,0,0,4,4,0,0,5,2,0,0,5,2,0,0,6,1,0,0,5,,,,,1,4,3,1,,,,,,,,,,,,,,,,,1,1,0,3,,,,,1,3,1,1,0,5,6,0,,,,,0,5,3,1,1,3,3,0,1,1,0,1,,,,,,,,,0,4,5,0,0,1,0,0,2,4,1,1,,,,,,,,,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 13:05,21/04/2021 13:13,IP Address,67.246.249.60,100,470,TRUE,21/04/2021 13:13,R_2CwEZa9iYyT1w9H,,,,,43.13609314,-77.46479797,anonymous,EN,"I agree to participate, begin the study",35 - 44,Extremely liberal,Female,Very strongly,White,Interested,Graduate degree,Democrat,,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Fear: Is the content of the Tweet inciting happiness?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?,Trust: How angry is the Tweet?",,,,,5,0,0,10,,,,,,,,,8,,,10,,,,,10,0,0,10,,,,,,,,,,,,,,,,,,,,,4,6,0,0,6,,,,7,0,0,3,2,9,0,0,2,3,7,0,,,,,0,8,9,,,,,,,,,,9,6,,,,,,,,,,,5,6,,10,,,,,,,,,9,0,0,10,3,0,0,10,,,,,9,,,10,3,8,5,,,,,,3,0,0,8,,,,,0,0,0,9,0,0,0,9,,,,,0,8,5,3,0,8,8,0,,,,,,,,,,,,,0,5,4,7,1,8,1,2,0,6,7,4,0,10,10,0,1,3,0,4,,,,,,,,,2,0,0,3,,,,,0,2,0,1,0,10,9,0,,,,,0,7,3,0,,,,,6,4,0,3,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 13:08,21/04/2021 13:19,IP Address,73.37.143.103,100,652,TRUE,21/04/2021 13:19,R_2uX313pYYDrKo9j,,,,,45.11839294,-93.34609985,anonymous,EN,"I agree to participate, begin the study",25 - 34,Liberal,Male,Very strongly,White,Interested,4 year degree,Democrat,,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",4,0,0,0,,,,,,,,,,,,,8,0,0,6,3,0,0,5,6,0,0,3,,,,,2,4,1,0,,,,,,,,,1,3,3,0,1,5,0,0,,,,,1,4,0,0,2,2,1,0,5,0,0,1,,,,,0,5,7,0,0,0,0,0,,,,,,,,,0,5,5,0,,,,,,,,,,,,,,,,,,,,,8,0,0,5,,,,,8,0,0,10,,,,,3,0,0,8,3,0,0,6,2,0,0,7,3,0,0,5,1,0,0,5,,,,,0,3,3,0,,,,,6,0,0,4,1,0,0,2,2,0,0,2,3,1,0,2,,,,,,,,,0,4,7,0,,,,,,,,,5,,,3,,,,,,,,,,,,,,6,4,,2,4,,1,0,3,1,0,,,,,,,,,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 13:08,21/04/2021 13:20,IP Address,73.98.19.110,100,739,TRUE,21/04/2021 13:20,R_27qZcjMikvbvIKb,,,,,35.18710327,-106.6659012,anonymous,EN,"I agree to participate, begin the study",25 - 34,Slightly conservative,Male,Very strongly,Hispanic,Somewhat interested,4 year degree,Republican,,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",4,0,0,7,2,0,0,8,1,0,0,9,,,,,,,,,1,0,0,8,,,,,,,,,0,4,0,2,,,,,,,,,0,7,0,0,0,7,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,5,8,0,,,,,0,5,3,0,0,2,0,0,4,0,0,6,1,0,0,6,3,0,0,8,,,,,,,,,0,0,0,8,,,,,,,,,,,,,2,0,0,8,,,,,,,,,2,0,0,6,,,,,0,3,5,0,,,,,6,0,,5,,,,,0,2,0,4,,,,,2,4,0,1,,,,,,,,,0,7,0,0,0,5,2,0,2,0,0,5,0,6,0,1,0,5,0,7,,,,,0,8,6,0,0,3,0,0,,,,,0,0,7,0,0,7,0,3,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
21/04/2021 13:08,21/04/2021 13:23,IP Address,172.58.43.202,100,894,TRUE,21/04/2021 13:23,R_r9AUwtb0kIpbeLv,,,,,47.30659485,-122.2619019,anonymous,EN,"I agree to participate, begin the study",45 - 54,Slightly liberal,Male,Very strongly,White,Somewhat interested,4 year degree,Democrat,,"Fear: Is the politician inciting fear?,Anger: How angry is the Tweet?,Happiness: is the content of the Tweet inciting happiness?,Trust: Is the politician expressing trust?",,,,,2,0,0,7,0,0,0,9,3,0,0,6,1,0,0,5,,,,,3,0,0,7,,,,,,,,,1,5,0,0,,,,,,,,,,,,,3,5,0,0,,,,,0,6,0,0,,,,,,,,,0,5,1,0,0,3,0,0,0,7,2,0,,,,,,,,,,,,,1,1,0,5,1,0,0,8,,,,,,,,,,,,,,,,,3,0,0,10,0,5,0,0,1,0,0,5,,,,,2,0,0,7,,,,,,,,,3,0,0,6,,,,,0,4,1,0,2,0,0,5,2,0,0,0,2,0,0,5,,,,,1,5,0,0,,,,,3,5,1,2,0,5,0,0,,,,,,,,,,,,,2,0,0,0,1,3,0,0,,,,,,,,,0,5,0,0,0,4,0,0,0,5,0,0,I paid close attention to the tweets.,"Anger,Fear,Happiness,Trust"
